NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_37	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]	1447	0.051448140293359756	0.316675	Yes	
row_38	NXPH2	neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]	1467	0.05115390941500664	0.32159624	Yes	
row_39	DOP1B	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]	1521	0.05028073489665985	0.32471758	Yes	
row_40	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]	1615	0.04860784485936165	0.32564732	Yes	
row_41	ZNF821	zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]	1896	0.044554319232702255	0.3167637	Yes	
row_42	MIOS	meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]	1935	0.04385692998766899	0.31989765	Yes	
row_43	HBP1	HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]	1975	0.043380167335271835	0.32292685	Yes	
row_44	DEFB127	defensin beta 127 [Source:HGNC Symbol;Acc:HGNC:16206]	2082	0.042017169296741486	0.3224503	Yes	
row_45	C2CD3	C2 domain containing 3 centriole elongation regulator [Source:HGNC Symbol;Acc:HGNC:24564]	2176	0.041089557111263275	0.32251716	Yes	
row_46	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]	2268	0.039931733161211014	0.3225511	Yes	
row_47	SH3RF1	SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]	2272	0.039834629744291306	0.32697305	Yes	
row_48	FRZB	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]	2337	0.03911365196108818	0.32826284	Yes	
row_49	TDRD7	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]	2555	0.03700811415910721	0.3216625	Yes	
row_50	KLHL32	kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221]	2580	0.03676622733473778	0.32468247	Yes	
row_51	UPB1	beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]	2588	0.036717481911182404	0.32854667	Yes	
row_52	KCNIP1	potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521]	2600	0.0366116426885128	0.33219877	Yes	
row_53	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	2674	0.03589674085378647	0.33266944	Yes	
row_54	IQCN	IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]	2691	0.03572263941168785	0.33596957	Yes	
row_55	STK38L	serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]	2700	0.03566537797451019	0.33966303	Yes	
row_56	SNX4	sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175]	3025	0.032572291791439056	0.32720464	No	
row_57	SPDL1	spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]	3045	0.032413434237241745	0.32997498	No	
row_58	EPB41L1	erythrocyte membrane protein band 4.1 like 1 [Source:HGNC Symbol;Acc:HGNC:3378]	3159	0.031573642045259476	0.32794988	No	
row_59	FOXRED1	FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	3221	0.031114865094423294	0.3284716	No	
row_60	C1orf105	chromosome 1 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:29591]	3335	0.030161026865243912	0.32628438	No	
row_61	GIGYF2	GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]	3396	0.029806440696120262	0.32670593	No	
row_62	FAM53C	family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]	3416	0.0296231210231781	0.329156	No	
row_63	ZFYVE1	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]	3428	0.029446890577673912	0.3319858	No	
row_64	GGPS1	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]	3469	0.029149062931537628	0.3333317	No	
row_65	SH3YL1	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]	3648	0.027858784422278404	0.32763088	No	
row_66	ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]	3784	0.026796547695994377	0.3239577	No	
row_67	SCGB3A2	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]	3789	0.026758305728435516	0.32682887	No	
row_68	RTL10	retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]	3803	0.026637611910700798	0.32923624	No	
row_69	TGFB2	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	3862	0.02631131000816822	0.3293566	No	
row_70	ZNF214	zinc finger protein 214 [Source:HGNC Symbol;Acc:HGNC:13006]	3970	0.02547413483262062	0.32693142	No	
row_71	KLHL28	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]	4000	0.02528749220073223	0.32838398	No	
row_72	ZNF845	zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]	4025	0.025095168501138687	0.33006445	No	
row_73	RETREG2	reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]	4219	0.02389657497406006	0.32315904	No	
row_74	ATP9B	ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]	4554	0.021866923198103905	0.3089721	No	
row_75	ACBD6	acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339]	4764	0.020636295899748802	0.30089265	No	
row_76	WNK3	WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]	4933	0.019655825570225716	0.29475027	No	
row_77	UBB	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	5011	0.019211100414395332	0.29310593	No	
row_78	GPATCH1	G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]	5089	0.018728896975517273	0.29140624	No	
row_79	ARHGEF40	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]	5281	0.01763778366148472	0.28388247	No	
row_80	SNAP47	synaptosome associated protein 47 [Source:HGNC Symbol;Acc:HGNC:30669]	5406	0.016949692741036415	0.27962908	No	
row_81	SLC12A5	solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818]	5410	0.016909973695874214	0.2814199	No	
row_82	GPN2	GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513]	5439	0.016758756712079048	0.2819436	No	
row_83	CSPG5	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]	5480	0.016556086018681526	0.28184417	No	
row_84	TAF9	TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]	5579	0.016063299030065536	0.27878878	No	
row_85	STXBP1	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	5588	0.015999823808670044	0.2802252	No	
row_86	AP5S1	adaptor related protein complex 5 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:15875]	5737	0.01526822242885828	0.27457902	No	
row_87	EDDM3B	epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223]	5834	0.014778267592191696	0.27147612	No	
row_88	SNAP25	synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]	5920	0.014335979707539082	0.26887232	No	
row_89	TXNDC17	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	5970	0.014073682017624378	0.2680381	No	
row_90	TRAPPC1	trafficking protein particle complex 1 [Source:HGNC Symbol;Acc:HGNC:19894]	5993	0.01399130467325449	0.2685441	No	
row_91	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	6141	0.01330765150487423	0.26272294	No	
row_92	TOR2A	torsin family 2 member A [Source:HGNC Symbol;Acc:HGNC:11996]	6197	0.013001355342566967	0.26146567	No	
row_93	RTTN	rotatin [Source:HGNC Symbol;Acc:HGNC:18654]	6222	0.012880457565188408	0.26174423	No	
row_94	BBS1	Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:HGNC:966]	6419	0.01201584842056036	0.25332528	No	
row_95	CCL26	C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	6421	0.012006851844489574	0.25465333	No	
row_96	ALOX12	arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]	6706	0.010811502113938332	0.24169703	No	
row_97	CTPS2	CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]	6814	0.010304823517799377	0.2375308	No	
row_98	TINAG	tubulointerstitial nephritis antigen [Source:HGNC Symbol;Acc:HGNC:14599]	6832	0.010240082629024982	0.23785624	No	
row_99	KLK6	kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]	6871	0.0100537845864892	0.23711051	No	
row_100	AK1	adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]	6921	0.00982089713215828	0.23578817	No	
row_101	ACSM5	acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]	6986	0.00958296563476324	0.23368867	No	
row_102	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:15899]	7106	0.00906393863260746	0.22878014	No	
row_103	HIC2	HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]	7308	0.008293919265270233	0.21968406	No	
row_104	COPS7B	COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]	7325	0.008239188231527805	0.21982984	No	
row_105	GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	7392	0.007946206256747246	0.21744251	No	
row_106	DUSP13	dual specificity phosphatase 13 [Source:HGNC Symbol;Acc:HGNC:19681]	7423	0.00784296728670597	0.21684296	No	
row_107	TGFBRAP1	transforming growth factor beta receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16836]	7507	0.007541527971625328	0.21355934	No	
row_108	LILRA4	leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]	7752	0.006526759825646877	0.20211087	No	
row_109	STK32B	serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217]	7861	0.006133168935775757	0.19741587	No	
row_110	PLXNA1	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]	7866	0.006126152351498604	0.19791903	No	
row_111	GPKOW	G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]	8028	0.005474713630974293	0.19049898	No	
row_112	IPO11	importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]	8070	0.005297229625284672	0.18905735	No	
row_113	KCNK3	potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]	8073	0.005288518499583006	0.18956435	No	
row_114	SPANXB1	SPANX family member B1 [Source:HGNC Symbol;Acc:HGNC:14329]	8077	0.005268330220133066	0.19001904	No	
row_115	AHCTF1	AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]	8219	0.0047188918106257915	0.18351205	No	
row_116	TTTY14	testis-specific transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]	8407	0.004089771304279566	0.17463331	No	
row_117	MCPH1	microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]	8595	0.0034875657875090837	0.16568545	No	
row_118	GPR55	G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511]	8642	0.0033078419510275126	0.16376555	No	
row_119	ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	8661	0.003248387947678566	0.16323856	No	
row_120	DGCR5	DiGeorge syndrome critical region gene 5 [Source:HGNC Symbol;Acc:HGNC:16757]	8721	0.0030795407947152853	0.1606426	No	
row_121	FCHO1	FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002]	8738	0.003021565033122897	0.16018954	No	
row_122	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]	8763	0.0029137800447642803	0.1593242	No	
row_123	ZBTB45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]	8765	0.0029063629917800426	0.15960778	No	
row_124	GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	9066	0.0018495102412998676	0.14482306	No	
row_125	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]	9190	0.0014428095892071724	0.13883989	No	
row_126	ZNF256	zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049]	9268	0.0011752850841730833	0.13512553	No	
row_127	MUCL3	mucin like 3 [Source:HGNC Symbol;Acc:HGNC:21666]	9292	0.0011005387641489506	0.13410208	No	
row_128	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25845]	9464	5.184408510103822E-4	0.12561329	No	
row_129	TMEM132B	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	9468	5.007531144656241E-4	0.1255208	No	
row_130	KCNS2	potassium voltage-gated channel modifier subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:6301]	9596	1.0697856487240642E-4	0.119184345	No	
row_131	MOV10L1	Mov10 like RISC complex RNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:7201]	9695	-2.096365496981889E-4	0.114309385	No	
row_132	KCNJ14	potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]	9861	-7.021690253168344E-4	0.10614162	No	
row_133	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]	9892	-8.096405654214323E-4	0.104734845	No	
row_134	RAD21	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	9915	-8.856047061271966E-4	0.103736706	No	
row_135	THAP10	THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193]	9940	-9.55900817643851E-4	0.10264666	No	
row_136	RBM42	RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]	9956	-0.0010057258186861873	0.10201224	No	
row_137	ZNF343	zinc finger protein 343 [Source:HGNC Symbol;Acc:HGNC:16017]	10005	-0.0011583537561818957	0.09974566	No	
row_138	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	10017	-0.0012284409021958709	0.099336766	No	
row_139	SLC25A28	solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]	10120	-0.0015936065465211868	0.09442069	No	
row_140	VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	10160	-0.0016998136416077614	0.092666164	No	
row_141	KCNQ1DN	KCNQ1 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:13335]	10180	-0.0017472135368734598	0.09191689	No	
row_142	ACE2	angiotensin I converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]	10184	-0.001764270244166255	0.09196941	No	
row_143	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]	10235	-0.0019004284404218197	0.089688025	No	
row_144	GNLY	granulysin [Source:HGNC Symbol;Acc:HGNC:4414]	10363	-0.0022985260002315044	0.0836031	No	
row_145	DPH3P1	diphthamide biosynthesis 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16136]	10377	-0.0023380827624350786	0.08322158	No	
row_146	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]	10427	-0.0024895332753658295	0.081057794	No	
row_147	MKKS	McKusick-Kaufman syndrome [Source:HGNC Symbol;Acc:HGNC:7108]	10502	-0.002721494296565652	0.07767089	No	
row_148	ANKRD27	ankyrin repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25310]	10566	-0.002901914529502392	0.074854575	No	
row_149	PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	10572	-0.002928046742454171	0.07494068	No	
row_150	TMCO6	transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]	10611	-0.003031783504411578	0.07338902	No	
row_151	LMAN1L	lectin, mannose binding 1 like [Source:HGNC Symbol;Acc:HGNC:6632]	10614	-0.003043698612600565	0.07363837	No	
row_152	SLC7A10	solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]	10658	-0.0031923113856464624	0.071855195	No	
row_153	TLE6	TLE family member 6, subcortical maternal complex member [Source:HGNC Symbol;Acc:HGNC:30788]	10698	-0.003299758303910494	0.0702843	No	
row_154	CLYBL	citramalyl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:18355]	10810	-0.0036768862046301365	0.06515741	No	
row_155	TGM4	transglutaminase 4 [Source:HGNC Symbol;Acc:HGNC:11780]	10878	-0.0039060483686625957	0.06225639	No	
row_156	RASGRP4	RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]	10918	-0.004031090065836906	0.060769435	No	
row_157	PGAP2	post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]	10936	-0.004078912083059549	0.06038775	No	
row_158	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]	10977	-0.004216387402266264	0.058872074	No	
row_159	CNDP1	carnosine dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:20675]	11001	-0.004275982268154621	0.058213066	No	
row_160	GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	11055	-0.004435541108250618	0.05607267	No	
row_161	SLC16A5	solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]	11096	-0.004572145640850067	0.054597825	No	
row_162	EFCAB1	EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]	11109	-0.00461124163120985	0.054527186	No	
row_163	C22orf23	chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589]	11121	-0.00465503241866827	0.054511562	No	
row_164	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]	11357	-0.005288735963404179	0.04337091	No	
row_165	TTLL2	tubulin tyrosine ligase like 2 [Source:HGNC Symbol;Acc:HGNC:21211]	11408	-0.005431263707578182	0.041494768	No	
row_166	TDP1	tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884]	11519	-0.005774177145212889	0.03665858	No	
row_167	RP2	RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]	11582	-0.005947459489107132	0.034241803	No	
row_168	SNTA1	syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]	11683	-0.006220436654984951	0.029956734	No	
row_169	DRC7	dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]	11914	-0.006860246881842613	0.019246398	No	
row_170	TTF1	transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397]	11941	-0.006936900783330202	0.018742818	No	
row_171	MRPS27	mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]	12225	-0.007752306759357452	0.005485396	No	
row_172	CDX1	caudal type homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1805]	12304	-0.007978442125022411	0.0025018768	No	
row_173	ZNF837	zinc finger protein 837 [Source:HGNC Symbol;Acc:HGNC:25164]	12395	-0.008215193636715412	-0.0010543497	No	
row_174	ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]	12630	-0.008922090753912926	-0.011728005	No	
row_175	SLC39A4	solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]	12638	-0.008933148346841335	-0.01105266	No	
row_176	C20orf141	chromosome 20 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:16134]	12651	-0.008957063779234886	-0.0106245205	No	
row_177	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]	12685	-0.009037047624588013	-0.011236991	No	
row_178	TRPM2	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	12785	-0.009316714480519295	-0.015116704	No	
row_179	FTH1	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]	12900	-0.00962754338979721	-0.019710593	No	
row_180	ZNF668	zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]	13050	-0.009965713135898113	-0.026015319	No	
row_181	EFCC1	EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]	13122	-0.010166441090404987	-0.028397785	No	
row_182	PYCARD	PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]	13255	-0.010579049587249756	-0.03378229	No	
row_183	KCNG4	potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697]	13525	-0.011291486211121082	-0.045933653	No	
row_184	A1BG	alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]	13543	-0.01134053710848093	-0.04548191	No	
row_185	CPNE1	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	13546	-0.011349757201969624	-0.044279255	No	
row_186	CYP4F3	cytochrome P450 family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:2646]	13570	-0.011400589719414711	-0.044120558	No	
row_187	NOL10	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	13576	-0.011433154344558716	-0.043058302	No	
row_188	KLRG1	killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]	13609	-0.011552363634109497	-0.043332096	No	
row_189	TAS1R1	taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]	13762	-0.012005509808659554	-0.04955268	No	
row_190	FDX2	ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]	13788	-0.012078476138412952	-0.04941616	No	
row_191	WNT1	Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774]	13851	-0.012273173779249191	-0.051106922	No	
