NAME	TITLE	SCORE	
POLE2	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]	0.44109496	
ABCC4	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]	0.4394171	
TMA16	translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]	0.43889377	
CENPH	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]	0.4376663	
SNORD49A	small nucleolar RNA, C/D box 49A [Source:HGNC Symbol;Acc:HGNC:10189]	0.43724024	
CKS2	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]	0.43647656	
PBK	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]	0.43496838	
PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	0.43468425	
SNORA32	small nucleolar RNA, H/ACA box 32 [Source:HGNC Symbol;Acc:HGNC:32622]	0.43410528	
SNORD25	small nucleolar RNA, C/D box 25 [Source:HGNC Symbol;Acc:HGNC:10147]	0.43363133	
ADGRA3	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]	0.42784563	
CEP152	centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]	0.4268458	
MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]	0.42587066	
BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]	0.425021	
NCAN	neurocan [Source:HGNC Symbol;Acc:HGNC:2465]	0.424989	
CCNB1IP1	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]	0.42277336	
DACH1	dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663]	0.4222793	
HS6ST2	heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]	0.42116264	
PARPBP	PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]	0.4201412	
TICRR	TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]	0.4187217	
NETO2	neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	0.4186764	
SNORD27	small nucleolar RNA, C/D box 27 [Source:HGNC Symbol;Acc:HGNC:10149]	0.4180109	
ZNF560	zinc finger protein 560 [Source:HGNC Symbol;Acc:HGNC:26484]	0.41469732	
CECR2	CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]	0.41359577	
SNORD36A	small nucleolar RNA, C/D box 36A [Source:HGNC Symbol;Acc:HGNC:10163]	0.4132802	
PCLAF	PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]	0.4127535	
BRIP1	BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	0.41107947	
H1-3	H1.3 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4717]	0.4087327	
SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	0.40535858	
TENM4	teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]	0.4048913	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	0.4048446	
SCARNA15	small Cajal body-specific RNA 15 [Source:HGNC Symbol;Acc:HGNC:32572]	0.40454775	
NCAPG	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]	0.40205914	
SNORA40	small nucleolar RNA, H/ACA box 40 [Source:HGNC Symbol;Acc:HGNC:32633]	0.4020145	
H1-5	H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]	0.4017395	
TTK	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]	0.40084994	
SNORD105	small nucleolar RNA, C/D box 105 [Source:HGNC Symbol;Acc:HGNC:32769]	0.398788	
ZNF229	zinc finger protein 229 [Source:HGNC Symbol;Acc:HGNC:13022]	0.39868182	
CCNB2	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	0.39843586	
SNORD36B	small nucleolar RNA, C/D box 36B [Source:HGNC Symbol;Acc:HGNC:10164]	0.39806816	
BLM	BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]	0.39767748	
KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]	0.39505655	
BX322639.1	zinc finger protein pseudogene	0.3950547	
ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	0.39406994	
SLCO5A1	solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]	0.3935631	
H2AC4	H2A clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4734]	0.39350042	
BRCA2	BRCA2 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]	0.39338627	
CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]	0.39105365	
DEPDC1B	DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]	0.3892738	
SNORA71A	small nucleolar RNA, H/ACA box 71A [Source:HGNC Symbol;Acc:HGNC:10232]	0.38920143	
KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	0.38794082	
MYB	MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]	0.38793358	
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]	0.38758904	
ZNF285	zinc finger protein 285 [Source:HGNC Symbol;Acc:HGNC:13079]	0.38746655	
NDC80	NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]	0.38643274	
DNAH14	dynein axonemal heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:2945]	0.38634408	
SNORD65	small nucleolar RNA, C/D box 65 [Source:HGNC Symbol;Acc:HGNC:32726]	0.38530526	
KC6	keratoconus gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:641516]	0.3851888	
MIR181B2	microRNA 181b-2 [Source:HGNC Symbol;Acc:HGNC:31551]	0.38469192	
FANCD2	FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585]	0.3830511	
H2BC3	H2B clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4751]	0.3830359	
PLPPR5	phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]	0.382331	
TMEM100	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	0.38133544	
RPL39P5	ribosomal protein L39 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:26015]	0.38021687	
AC091057.1	OTU deubiquitinase 7A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:100288637]	0.38000837	
KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]	0.37672827	
CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]	0.3764507	
TWIST1	twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]	0.3762093	
CLMP	CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	0.37513402	
DLGAP5	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]	0.37505504	
DSCC1	DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]	0.37445107	
MIR17HG	miR-17-92a-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:23564]	0.37443897	
SNORD4A	small nucleolar RNA, C/D box 4A [Source:HGNC Symbol;Acc:HGNC:10097]	0.37395984	
CENPK	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	0.37391788	
CCDC15	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]	0.37382883	
KIF20B	kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]	0.37225175	
DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	0.3721181	
SNORD42A	small nucleolar RNA, C/D box 42A [Source:HGNC Symbol;Acc:HGNC:10180]	0.3719403	
MIR1204	microRNA 1204 [Source:HGNC Symbol;Acc:HGNC:37059]	0.37133121	
SLIT1	slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]	0.36948904	
DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	0.3693599	
SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]	0.36927557	
SNHG4	small nucleolar RNA host gene 4 [Source:HGNC Symbol;Acc:HGNC:32964]	0.36697447	
FAM72D	family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]	0.3649571	
GAS5	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]	0.36450732	
NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]	0.3638689	
NBAS	NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625]	0.36352965	
TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]	0.36328384	
POPDC3	popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]	0.36206126	
SLC44A5	solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]	0.36183035	
CENPU	centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]	0.3618195	
EGFEM1P	EGF like and EMI domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:25149]	0.36083955	
ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]	0.36073768	
MPV17L	MPV17 mitochondrial inner membrane protein like [Source:HGNC Symbol;Acc:HGNC:26827]	0.36023766	
ZNF502	zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]	0.36007267	
ECT2	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	0.35914958	
GNPDA2	glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526]	0.35910678	
TET1	tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]	0.35619974	
ARHGAP11A	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]	0.35543	
ZNF876P	zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]	0.3551395	
RAD51AP1	RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]	0.3544409	
C4orf46	chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320]	0.35401833	
KIT	KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]	0.35322896	
RTKN2	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	0.35306802	
H3C11	H3 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4771]	0.3520834	
HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	0.35163373	
ZNF239	zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]	0.351572	
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:HGNC Symbol;Acc:HGNC:17178]	0.35155752	
DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	0.35048512	
H2BC4	H2B clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4757]	0.34946233	
MIRLET7C	microRNA let-7c [Source:HGNC Symbol;Acc:HGNC:31480]	0.34914905	
DBF4	DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]	0.3489994	
H3C8	H3 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4772]	0.34732985	
BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	0.347056	
VN1R1	vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548]	0.34702304	
TMEM97	transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]	0.3468806	
MIR27B	microRNA 27b [Source:HGNC Symbol;Acc:HGNC:31614]	0.3462442	
PPAT	phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]	0.3462389	
DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	0.34502155	
PEX5L	peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]	0.3449177	
STEAP2	STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]	0.34485936	
MCM10	minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]	0.344828	
HMGB3	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	0.3441891	
MELK	maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]	0.34418312	
ZGRF1	zinc finger GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654]	0.3422465	
SNORD73A	small nucleolar RNA, C/D box 73A [Source:HGNC Symbol;Acc:HGNC:10235]	0.34165555	
MIR1284	microRNA 1284 [Source:HGNC Symbol;Acc:HGNC:35362]	0.34122515	
SLC16A1	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	0.3403933	
FAM72A	family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]	0.33999184	
DTL	denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]	0.33996686	
MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	0.3396303	
H2BC8	H2B clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4746]	0.3395556	
TMSB15A	thymosin beta 15a [Source:HGNC Symbol;Acc:HGNC:30744]	0.3383958	
CCDC169	coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]	0.337423	
NFIB	nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]	0.33694026	
CPNE7	copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]	0.33625716	
ZNF98	zinc finger protein 98 [Source:HGNC Symbol;Acc:HGNC:13174]	0.33510622	
HPDL	4-hydroxyphenylpyruvate dioxygenase like [Source:HGNC Symbol;Acc:HGNC:28242]	0.3335778	
BZW2	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]	0.33352068	
SNORA71B	small nucleolar RNA, H/ACA box 71B [Source:HGNC Symbol;Acc:HGNC:10233]	0.3328944	
MIS18BP1	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]	0.33261043	
CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]	0.33253014	
PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]	0.33166772	
ZNF492	zinc finger protein 492 [Source:HGNC Symbol;Acc:HGNC:23707]	0.33089674	
SNORD102	small nucleolar RNA, C/D box 102 [Source:HGNC Symbol;Acc:HGNC:10099]	0.3304446	
ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:25189]	0.33033484	
ZNF826P	zinc finger protein 826, pseudogene [Source:HGNC Symbol;Acc:HGNC:33875]	0.32995847	
ANKRD18A	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]	0.32987607	
CCDC150	coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]	0.32709903	
TPX2	TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]	0.3269813	
TIMM9	translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]	0.32666355	
CEP295	centrosomal protein 295 [Source:HGNC Symbol;Acc:HGNC:29366]	0.32646722	
POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	0.3258109	
ELMOD1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]	0.325505	
RAD54B	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	0.3254984	
SNORA18	small nucleolar RNA, H/ACA box 18 [Source:HGNC Symbol;Acc:HGNC:32608]	0.32542515	
CDCA2	cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]	0.32534224	
NUF2	NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]	0.3251993	
GINS1	GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]	0.32514188	
ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]	0.32488677	
FANCM	FA complementation group M [Source:HGNC Symbol;Acc:HGNC:23168]	0.32457525	
CAMKV	CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]	0.32440355	
BAMBI	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]	0.3243515	
ATAD5	ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]	0.32416543	
TEX21P	testis expressed 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:35455]	0.32319063	
MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	0.32276326	
H2AC7	H2A clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4729]	0.32243326	
DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	0.32241613	
ZNF891	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]	0.32189474	
NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	0.32143477	
CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	0.32116443	
FANCI	FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]	0.320239	
FOXO3B	forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]	0.3187666	
SNORD6	small nucleolar RNA, C/D box 6 [Source:HGNC Symbol;Acc:HGNC:32703]	0.31807485	
ZNF833P	zinc finger protein 833, pseudogene [Source:HGNC Symbol;Acc:HGNC:33819]	0.3173842	
CALN1	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	0.31716064	
CDKN3	cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]	0.3167067	
NMU	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]	0.31633604	
GPR63	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]	0.31519106	
SNHG1	small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]	0.31501615	
ITGB1BP2	integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]	0.3133961	
SNORD101	small nucleolar RNA, C/D box 101 [Source:HGNC Symbol;Acc:HGNC:32764]	0.31287593	
E2F3	E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]	0.31259996	
SNORD28	small nucleolar RNA, C/D box 28 [Source:HGNC Symbol;Acc:HGNC:10150]	0.31240252	
KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]	0.31220102	
RPUSD4	RNA pseudouridine synthase D4 [Source:HGNC Symbol;Acc:HGNC:25898]	0.31203523	
SNORA8	small nucleolar RNA, H/ACA box 8 [Source:HGNC Symbol;Acc:HGNC:32596]	0.3117733	
CDC25A	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]	0.31109044	
C21orf91	chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]	0.3106018	
KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	0.31025395	
MIR105-2	microRNA 105-2 [Source:HGNC Symbol;Acc:HGNC:31493]	0.3098492	
MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]	0.30973366	
H2AC12	H2A clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13671]	0.30962494	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	0.3093568	
SCML2	Scm polycomb group protein like 2 [Source:HGNC Symbol;Acc:HGNC:10581]	0.3091442	
DANCR	differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964]	0.30907416	
TP53	tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]	0.3090732	
H2AC14	H2A clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4727]	0.30865914	
H3C1	H3 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4766]	0.30786067	
CIP2A	cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]	0.30742517	
VRK1	VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]	0.30673826	
MAP3K20	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	0.30663007	
EBPL	EBP like [Source:HGNC Symbol;Acc:HGNC:18061]	0.30659372	
ZNF660	zinc finger protein 660 [Source:HGNC Symbol;Acc:HGNC:26720]	0.3065631	
KCNT2	potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866]	0.3062493	
XRCC2	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]	0.30568865	
GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	0.30484274	
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]	0.30451035	
TAF4B	TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]	0.30322298	
CEP57	centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]	0.30216953	
